# Targets suitable for single dish pointing in MeerKAT S-band - TO BE CONFIRMED
# -> no targets that are separated by less than 60arcmin.
# Entries collected from gaincal_l_5jy.csv sources_pnt_Ku.csv sources_all.csv point_Sband.csv. Coordinates checked against SIMBAD to 0.2arcsec
# ID       |  Name(s),                                        tag,   RA(J2000),     dec(J2000),   flux polynomial,                                               uncertainty[arcsec] source,    Gal l,  Gal b,~1400MHz flux,redshift,NED Object type     IRAS/X-ray  s-dish comment
J0918-1205 | Hyd A | Hydra A | 3C 218 | PKS 0915-11,         radec, 09:18:05.65,  -12:05:44.0,  (1408.0 10550.0 4.729 -1.025 0.0130),                           10x10      phot,               242.93,  25.09,     43,  z=0.05,  S0; Sy 3; LINER; FRI   X          ok?  tot ext ~7'; main comp ~1.5'; tailed radio src             

J0947+0725 | 3C 227 | PKS 0945+07,                           radec, 09:47:45.15,  +07:25:20.6,  (1408.0 4750.0 6.757 -2.801 0.2969),                            0.5x0.5    SDSS,               228.58,  42.29,      7,  z=0.09,  Sy 1.5; BLRG                      ok?  ~4'; FRII               

J1008+0730 | PKS 1005+077 | 3C 237, radec gaincal, 10:08:00.05, 07:30:16.8, (145. 43000. 3.1549 -1.0771 0.2183 -0.0356)

J1130-1449 | PKS J1130-1449 | 1127-145, radec gaincal, 11:30:07.05, -14:49:27.2, (302. 20000. -4.7962 4.3260 -1.0387 0.0710), 0,720, CRATES and INAF IRA 496/302

J1211-5309 | PKS 1209-52,                                    radec, 12:09:40.00,   -52:25:0.0,    (20.0 12000.0 -12.77 12.69 -2.528),                           50x50      PKS90,              296.95,   9.25,     62,        ,  SNR                               no   prob ext'd               

J1219+0549 | 3C 270 | NGC 4261 | PKS 1216+06,                radec, 12:19:23.22,  +05:49:29.7,  (20.0 6000.0 1.888 0.369 -0.1855),                              0.5x0.5    SDSS,               281.80,  67.37,     18,  v=2238,  LINER; Sy              X          no   double lobe ~ 7'; FRI                   

J122455+212245,radec, 12:24:55.25, 21:22:45.1,,CRATES

J1229+0203 | 3C 273 | PKS 1226+02,                           radec, 12:29:06.70,  +02:03:08.6,  (1410.0 8400.0 10.0465955419 -4.90623613415 0.709890678937),    mas        VLBI 2.3/8.4 GHz,   289.95,  64.36,     45,  z=0.16,  Sy 1.0; ULIRG; blazar  I; X; Gam  ok   compact core and jet of ~25"; circ pol               

J1230+1223 | Vir A | Virgo A | 3C 274 | M87 | PKS 1228+12,   radec, 12:30:49.42,  +12:23:28.0,  (1408.0 10550.0 4.484 -0.603 -0.0280),                          mas        VLBI 2.3/8.4 GHz,   283.78,  74.49,    220,  v=1307,  Sy; LINER; FRI; cD     I; X       ok   < ~1'; core dominated                   

J1256-0547 | 3C 279 | PKS 1253-05,                           radec, 12:56:11.17,  -05:47:21.5,  (1410.0 8400.0 -2.63293588849 2.11780853682 -0.300277548642),   mas        VLBI 2.3/8.4 GHz,   305.10,  57.06,     10,  z=0.54,  blazar                 I; X; Gam  ok   <20"; BLLAC; OVV                     

J1311-2216 | PKS 1308-220 | 3C 283, radec gaincal, 13:11:39.34, -22:16:41.2, (60.  43000. -3.3516 6.4132 -2.4230 0.2522)

J1325-4301 | Cen A | Centaurus A | PKS 1322-42 | NGC 5128,   radec, 13:25:27.62,  -43:01:08.8,  (400.0 2000.0 5.08 -0.87),                                      mas        VLBI 2.3/8.4 GHz,   309.52,  19.42,    278,  v= 547,  S0 pec; Sy2            I; X; Gam  no?  core ~ 10"; lobes ~ 9deg                   

J1330+2509 | 3C 287, radec gaincal, 13:30:37.69, +25:09:10.9, (80 14900 1.0388 0.5265 -0.2145 0.0089)

J1331+3030 | 3C 286,                                         radec, 13:31:08.29,  +30:30:33.0,  (1408.0 43200.0 0.956 0.584 -0.1644),                           mas        VLBI 2.3/8.4 GHz,    56.52,  80.67,     15,  z=0.85,  DLAS; Sy 1.5; core-do  X          ok   <~5"; primary flux calib (no variab)               

J1347+1217 | PKS 1345+125, radec gaincal, 13:47:33.36, +12:17:24.238, (333. 99000. 1.4389 -0.2156 0.0345 -0.0130)

J1424-4913 | PKS 1421-490,                                    radec, 14:24:32.24, -49:13:49.7,   (145. 99000. 6.0550 -4.1963 1.1975 -0.1218),                                          LQAC,     318.2,  10.87,      7,  z=0.66,

J155656-791403,radec, 15:56:56.26, -79:14:03.1,,CRATES

J1609+2641 | CTD93,                                          radec, 16:09:13, +26:41:29.036, , , SARAO S band gain cal

J1615-6054 | PKS 1610-60 | ESO 137-G006,                     radec, 16:15:03.85,  -60:54:26.1,  (750.0 12000.0 0.08319 2.14 -0.5243),                           1.25x1.25  2Mass,              325.29,  -7.21,     43,  v=5480,  cD                                no   ~8'; strong inner lobes; in A3627         

J1651+0459 | Her A | Hercules A | 3C 348 | PKS 1648+05,      radec, 16:51:08.02,  +04:59:34.9,  (1408.0 10550.0 3.852 -0.361 -0.1053),                          1.25x1.25  2Mass,               23.05,  28.95,     48,  z=0.15,  i.a. E/S0 pair; NLRG   X          no   ~5'; FRI/FRII                     

J1720-0058 | 3C 353 | PKS 1717-00,                           radec, 17:20:28.15,  -00:58:47.1,  (1408.0 10550.0 3.148 -0.157 -0.0911),                          1.25x1.25  2Mass,               21.20,  19.65,     56,  v=9120,  S0; NLRG                          no   ~5'; FRII               

J1733-1304 | 1730-130 | NRAO530, radec gaincal, 17:33:02.7057, -13:04:49.548,()

J1744-5144 | 1740-517,radec bpcal,17:44:25.45,-51:44:43.8,(145. 99000. -3.6941 2.7447 -0.3655 -0.015)

J1819-6345 | PKS 1814-637, radec gaincal, 18:19:35.002381, -63:45:48.18906

J1924-2914 | PKS J1924-2914 | OV-236,                       radec gaincal, 19:24:51.06, -29:14:30.1, (), 7.136,720,INAF IRA 496/478

J193244-453640 | ATPMN J193244.8-453637,radec,19: 32: 44.89,-45: 36: 37.4,,CRATES

J1959+4044 | Cyg A | Cygnus A | 3C 405,                      radec, 19:59:28.36,  +40:44:02.1,  (20.0 2000.0 4.695 0.085 -0.178),                               mas        VLBI,                76.19,   5.76,   1590,  z=0.06,  Sy 2                   I; X       ok   ~3'; double radio src; cD; FRII                 

J2107-2526 | PKS 2104-25 | NGC 7018,                         radec, 21:07:25.7,  -25:25:46,  ,                                                               10.1x10    Molonglo 408 MHz,    21.47, -40.18,     11,  z=0.04,  E pec                             ok   <2'; core & lobes?             

J2123+2504 | 3C 433,                                         radec, 21:23:44.58,  +25:04:27.23,  (20.0 6000.0 2.29 0.1239 -0.1597),                              0.8x0.7    Texas Int 365 MHz,   74.48, -17.69,     11,  z=0.10,  Sy 2; NLRG; FRI                   ok   <2'; edge-darkened appearance                 

J2136+0041 | PKS 2134+004, radec gaincal, 21:36:38.59, +00:41:54.2,()

J2157-6941 | PKS 2153-69 | ESO 075-G041,                     radec, 21:57:05.98,  -69:41:23.7,  (200.0 12000.0 2.923 -0.1222 -0.1043),                          mas        VLBI 2.3/8.4 GHz,   321.32, -40.65,     30,  v=8476,  S0; Sy 1/2?            I; X       ok   ~4' incl faint comp; FRII           

J2206-1835 | 2203-188, radec gaincal, 22:06:10.42, -18:35:38.7,(145. 99000. 2.1847 -0.7118 0.1563 -0.0215)

J2223-0206 | PKS 2223-0206 | 3C 445, radec, 22:23:49.7, -02:06:13,,;Elliptical Galaxy < 0.3arcmin

J2225-0457 | PKS 2223-052 | 3C 446, radec gaincal, 22:25:47.259291, -04:57:01.390730

J2229-3823 | PKS 2226-386, radec gaincal, 22:29:46.90, -38:23:59.7, ()

J2253+1608 | PKS 2251+158 | 3C 454.3, radec gaincal, 22:53:57.747932, 16:08:53.560890

J233612-523622 | ATPMN J233612.1-523622,radec,23:36:12.14, -52:36:22.0,,CRATES

J233828+270126 | 3C 465,radec,23: 38: 29.39,+27: 01: 53.2,,CRATES

J2341-3506 | PKS 2339-353, radec gaincal, 23:41:45.8910, -35:06:22.130, (80.  20000. -1.6575 3.4649 -1.2586 0.1128)

J2353-6054 | PKS 2356-61,                                    radec, 23:59:04.36,  -60:54:59.3,  (200.0 12000.0 -3.752 4.341 -0.8574),                           1.25x1.25  Molonglo 408 MHz,    14.02, -55.07,     25,  z=0.96,  Sy 2                              no   ~6'; FRII 2 compact outer lobes                                   


# Added from ATCA DBv3 - flux > 3Jy at 16cmJy quoted in the flux column below
0022-423 | PKS 0022-423, radec, 0:24:42.99, -42:02:03.9, , , , , 3.2
0117-155 | PKS 0117-155, radec, 1:20:27.20, -15:20:16.6, , , , , 3.1
0302-623 | PKS 0302-623, radec, 3:03:50.63, -62:11:25.5, , , , , 3.1
0605-085 | PKS 0605-085, radec, 6:07:59.70, -8:34:50.0, , , , , 3.2
0607-157 | PKS 0607-157, radec, 6:09:40.95, -15:42:40.7, , , , , 4.2
0614-349 | PKS 0614-349, radec, 6:16:35.98, -34:56:16.6, , , , , 3.2
0624-058 | PKS 0624-058, radec, 6:27:10.10, -5:53:04.8, , , , , 12.0
0723-008 | PKS 0723-008, radec, 7:25:50.64, -0:54:56.5, , , , , 10.3
0741-063 | PKS 0741-063, radec, 7:44:21.66, -6:29:35.9, , , , , 6.3
1015-314 | PKS 1015-314, radec, 10:18:09.27, -31:44:14.0, , , , , 3.3
1215-457 | PKS 1215-457, radec, 12:18:06.25, -46:00:29.0, , , , , 4.6
1245-197 | PKS 1245-197, radec, 12:48:23.90, -19:59:18.6, , , , , 4.7
1306-095 | PKS 1306-095, radec, 13:08:39.17, -9:50:32.7, , , , , 3.9
1328+307 | PKS 1328+307, radec, 13:31:08.29, 6:30:33.0, , , , , 10.7
1416+067 | PKS 1416+067, radec, 14:19:08.18, 6:28:34.8, , , , , 3.9
1613-586 | PKS 1613-586, radec, 16:17:17.89, -58:48:07.9, , , , , 5.6
1610-771 | PKS 1610-771, radec, 16:17:49.28, -77:17:18.5, , , , , 3.1
1718-649 | PKS 1718-649, radec, 17:23:41.03, -65:00:36.6, , , , , 4.7
1722-55 | PKS 1722-55, radec, 17:26:49.62, -55:29:40.6, , , , , 4.6
1741-038 | PKS 1741-038, radec, 17:43:58.86, -3:50:04.6, , , , , 3.5
1819-096 | PKS 1819-096, radec, 18:22:28.70, -9:38:56.8, , , , , 4.4
1827-360 | PKS 1827-360, radec, 18:30:58.88, -36:02:30.1, , , , , 4.2
1830-210 | PKS 1830-210, radec, 18:33:39.92, -21:03:40.1, , , , , 10.2
1934-638 | PKS 1934-638, radec, 19:39:25.03, -63:42:45.6, , , , , 12.6
2128+048 | PKS 2128+048, radec, 21:30:32.88, 5:02:17.5, , , , , 3.2
2155-152 | PKS 2155-152, radec, 21:58:06.28, -15:01:09.3, , , , , 4.7
2326-477 | PKS 2326-477, radec, 23:29:17.70, -47:30:19.1, , , , , 3.1


#Added from SRT, L & CRATES
MASIV J0005+3820,radec,00:05:57.2,+38:20:15.148,,0,90,INAF IRA 496/17
VSOP J0013+4051,radec,00:13:31.1,+40:51:37.144,,0,45,INAF IRA 496/24
J0022+0014 | PKS 0019-000, radec gaincal, 00:22:25.4258, +00:14:56.163, ()
PKS J0040-0146,radec,00:40:57.6,-01:46:32.025,,0.362,90,INAF IRA 496/34
JVAS J0048+3157,radec,00:48:47.1,+31:57:25.085,,0,45,INAF IRA 496/38
J005911-721027,radec, 0:59:11.26, -72:10:27.1,,CRATES
PKS J0104-2416,radec,01:04:58.2,-24:16:28.445,,0.254,45,INAF IRA 496/45
PKS J0106-2718,radec,01:06:26.1,-27:18:11.824,,0.564,45,INAF IRA 496/46
PKS J0122+2502,radec,01:22:38.8,+25:02:31.793,,0.361,180,INAF IRA 496/59
J012642+255902,radec, 1:26:42.24, 25:59:02.4,,CRATES
PKS J0132-1654,radec,01:32:43.5,-16:54:48.521,,1.137,45,INAF IRA 496/62
J015309-331050,radec, 1:53:09.24, -33:10:50.2,,CRATES
J0155-4048 | PKS 0153-410, radec gaincal, 01:55:37.06, -40:48:42.4, (), NED
J0203-4349 | PKS 0201-440, radec gaincal, 02:03:40.7022, -43:49:51.189, (80.  22000. 1.4053 0.1893 -0.1654 0.0030)
J021046-510102,radec, 2:10:46.21, -51:01:02.4,,CRATES
VCS1 J0211+1051,radec,02:11:13.2,+10:51:34.790,,0.559,45,INAF IRA 496/75
PKS J0217+0144,radec,02:17:49.0,+01:44:49.699,,0.437,45,INAF IRA 496/76 # TOO WEAK FOR SINGLE DISH!
QSO J0222+4302,radec,02:22:39.6,+43:02:07.798,,0.491,45,INAF IRA 496/81
PKS J0231+1322,radec,02:31:45.9,+13:22:54.716,,0.822,90,INAF IRA 496/85
JVAS J0237+2848,radec,02:37:52.4,+28:48:08.990,,1.691,360,INAF IRA 496/87
PKS J0238+1636,radec,02:38:38.9,+16:36:59.274,,1.67,540,INAF IRA 496/88
VCS1 J0253+3835,radec,02:53:08.9,+38:35:24.998,,0.246,45,INAF IRA 496/94
PKS J0309+1029,radec,03:09:03.6,+10:29:16.340,,1.393,45,INAF IRA 496/98
VCS1 J0325+2224,radec,03:25:36.8,+22:24:00.365,,0.584,180,INAF IRA 496/103
J032754+023355,radec, 3:27:54.24, 2:33:55.1,,CRATES
PKS J0329-2357,radec,03:29:54.1,-23:57:08.773,,0.83,45,INAF IRA 496/105
QSO J0336+3218,radec,03:36:30.1,+32:18:29.342,,0,360,INAF IRA 496/107
PKS J0340-2119,radec,03:40:35.6,-21:19:31.172,,0.495,360,INAF IRA 496/109
PKS J0348-1610,radec,03:48:39.3,-16:10:17.752,,0.252,45,INAF IRA 496/110
PMN J0401+0413,radec,04:01:19.9,+04:13:34.408,,0.411,45,INAF IRA 496/119
PKS J0405-1308,radec,04:05:34.0,-13:08:13.691,,1.428,90,INAF IRA 496/123
PKS J0409+1217,radec,04:09:22.0,+12:17:39.847,,0,45,INAF IRA 496/126
J0420-6223 | PKS 0420-625, radec gaincal, 04:20:56.04, -62:23:38.9, (145. 20000. 4.7772 -2.1190 0.3788 -0.0433)
GB6 J0423+4150,radec,04:23:56.0,+41:50:02.712,,0,45,INAF IRA 496/133
PKS J0427+0457,radec,04:27:47.6,+04:57:08.325,,0.22,180,INAF IRA 496/136
PKS J0433+0521,radec,04:33:11.1,+05:21:15.619,,1.927,15,INAF IRA 496/139
J043701-184453,radec, 4:37:01.25, -18:44:53.2,,CRATES
J0447-2203 | PKS 0445-221, radec gaincal, 04:47:37.2815, -22:03:36.823, ()
J045551-461603,radec, 4:55:51.24, -46:16:03.4,,CRATES
E0502+251 | PKS J0502+2516,radec,05:02:58.47,+25:16:25.3,,0,540,INAF IRA 496/149, NED
VCS2 J0502+4139,radec,05:02:38.0,+41:39:19.337,,0,45,INAF IRA 496/150
PKS J0513-2159,radec,05:13:49.1,-21:59:16.092,,0.757,90,INAF IRA 496/156
PKS J0539-2839,radec,05:39:54.3,-28:39:55.947,,1.373,180,INAF IRA 496/165
QSO J0542+4951,radec,05:42:36.1,+49:51:07.233,,2.072,540,INAF IRA 496/167
MASIV J0605+4030,radec,06:05:50.9,+40:30:08.103,,0.41,180,INAF IRA 496/172
PKS J0629-1959,radec,06:29:23.8,-19:59:19.723,,1.103,180,INAF IRA 496/180
PMN J0731-2341,radec,07:31:06.7,-23:41:47.827,,0.869,360,INAF IRA 496/207
J081126+014651,radec, 8:11:26.26, 1:46:51.2,,CRATES
PKS J0836-2016,radec,08:36:39.2,-20:16:59.503,,1.059,360,INAF IRA 496/241
PKS J0840+1312,radec,08:40:47.6,+13:12:23.560,,0.875,540,INAF IRA 496/246
PKS J0900-2808,radec,09:00:40.0,-28:08:20.350,,0.487,180,INAF IRA 496/252
QSO J0909+4253,radec,09:09:33.5,+42:53:46.480,,0,90,INAF IRA 496/257
J0906-6829 | PKS 0906-682, radec gaincal, 09:06:52.44, -68:29:39.8, (145. 20000. 0.7680 1.3416 -0.6601 0.0573)
PKS J0909+0121,radec,09:09:10.1,+01:21:35.617,,1.145,45,INAF IRA 496/256
PKS J0914+0245,radec,09:14:37.9,+02:45:59.245,,0.347,45,INAF IRA 496/258
JVAS J0920+4441,radec,09:20:58.5,+44:41:53.985,,1.444,360,INAF IRA 496/259
JVAS J0927+3902,radec,09:27:03.0,+39:02:20.851,,7.605,720,INAF IRA 496/263
VCS1 J0940+2603,radec,09:40:14.7,+26:03:29.944,,0.239,45,INAF IRA 496/266
JVAS J0948+4039,radec,09:48:55.3,+40:39:44.587,,0.735,45,INAF IRA 496/267
PKS J1024+1912,radec,10:24:44.8,+19:12:20.415,,0.371,90,INAF IRA 496/278
PKS J1035-2011,radec,10:35:02.2,-20:11:34.359,,0.718,90,INAF IRA 496/282
PKS J1037-2934,radec,10:37:16.1,-29:34:02.813,,1.279,180,INAF IRA 496/283
PKS J1038+0512,radec,10:38:46.8,+05:12:29.096,,1.57,45,INAF IRA 496/284
PKS J1048-1909,radec,10:48:06.6,-19:09:35.726,,1.454,180,INAF IRA 496/289
PKS J1058+0133,radec,10:58:29.6,+01:33:58.823,,5.058,720,INAF IRA 496/293
PMN J1116+0829,radec,11:16:10.0,+08:29:22.023,,0.155,45,INAF IRA 496/297
PKS J1118+1234,radec,11:18:57.3,+12:34:41.718,,1.111,180,INAF IRA 496/299
PKS J1125+2610,radec,11:25:53.7,+26:10:19.978,,0.615,180,INAF IRA 496/300
VCS1 J1130+3031,radec,11:30:42.4,+30:31:35.365,,0.195,45,INAF IRA 496/303
PKS J1131-0500,radec,11:31:30.5,-05:00:19.657,,0,15,INAF IRA 496/305
JVAS J1153+8058,radec,11:53:12.5,+80:58:29.154,,0.764,90,INAF IRA 496/312
PKS J1154-3505,radec,11:54:21.8,-35:05:28.992,,0.728,360,INAF IRA 496/313
J115825+245023,radec, 11:58:25.25, 24:50:23.3,,CRATES
VCS1 J1215+1654,radec,12:15:04.0,+16:54:37.957,,0.251,45,INAF IRA 496/319
PKS J1239-1023,radec,12:39:43.1,-10:23:28.692,,0.687,360,INAF IRA 496/332
PKS J1246-0730,radec,12:46:04.2,-07:30:46.574,,0,180,INAF IRA 496/333
PKS J1305-1033,radec,13:05:33.0,-10:33:19.428,,0.87,180,INAF IRA 496/342
PKS J1316-3338,radec,13:16:08.0,-33:38:59.172,,0,180,INAF IRA 496/346
J1323-4452 | PKS 1320-446, radec gaincal, 13:23:4.2504, -44:52:33.840, ()
J133254+020041,radec, 13:32:54.24, 2:00:41.4,,CRATES
J133640-335832,radec, 13:36:40.25, -33:58:32.2,,CRATES
PKS J1337-1257,radec,13:37:39.8,-12:57:24.693,,0,540,INAF IRA 496/354
PKS J1354-0206,radec,13:54:06.9,-02:06:03.190,,0.333,90,INAF IRA 496/358
PKS J1357-1744,radec,13:57:06.1,-17:44:01.904,,0,90,INAF IRA 496/360
J141653+104828,radec, 14:16:53.26, 10:48:28.1,,CRATES
VCS3 J1427-3305,radec,14:27:41.4,-33:05:31.513,,0,45,INAF IRA 496/371
J142755-420612,radec, 14:27:55.25, -42:06:12.2,,CRATES
VCS1 J1446+1721,radec,14:46:35.3,+17:21:07.581,,0.556,180,INAF IRA 496/375
PKS J1510-0543,radec,15:10:53.6,-05:43:07.417,,0,180,INAF IRA 496/382
JVAS J1613+3412,radec,16:13:41.1,+34:12:47.909,,0,90,INAF IRA 496/405
J1619-8418 | PKS 1607-841, radec gaincal, 16:19:33.10, -84:18:18.9, (145. 20000. 2.0880 -0.3067 -0.0602 -0.0109)
PKS J1625-2527,radec,16:25:46.9,-25:27:38.326,,1.562,720,INAF IRA 496/408
JVAS J1640+3946,radec,16:40:29.6,+39:46:46.028,,0.744,45,INAF IRA 496/414
J164417-771542,radec, 16:44:17.26, -77:15:42.1,,CRATES
MASIV J1753+4409,radec,17:53:22.6,+44:09:45.686,,0.225,180,INAF IRA 496/452
J181945-552122,radec, 18:19:45.24, -55:21:22.3,,CRATES
J185027+282507,radec, 18:50:27.24, 28:25:07.3,,CRATES
VCS2 J1851+0035,radec,18:51:46.7,+00:35:32.414,,0.554,45,INAF IRA 496/472
J191239-801008,radec, 19:12:39.24, -80:10:08.4,,CRATES
PKS J1939-1525,radec,19:39:26.7,-15:25:43.058,,0.469,90,INAF IRA 496/484
VCS2 J2015+3710,radec,20:15:28.7,+37:10:59.505,,2.572,45,INAF IRA 496/501
J2131-2036 | PKS 2128-208, radec gaincal, 21:31:1.4762, -20:36:56.157, (74.  20000. 2.9655 -1.1589 0.2196 -0.0380)
PKS J2134-0153,radec,21:34:10.3,-01:53:17.238,,2.23,180,INAF IRA 496/525
PKS J2213-2529,radec,22:13:02.5,-25:29:30.079,,0,45,INAF IRA 496/543
